playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
fermijo02,2025,1,LAA,AL,3,2,40,0,0,0,0,103,25,17,8,23,39,0.197,4.46,2,1,1,1,152,3,21,0,1,2
fernaju02,2025,1,LAN,NL,0,0,1,0,0,0,0,6,2,2,1,1,1,0.25,9,0,0,0,0,9,1,2,0,0,0
fernaju02,2025,2,WAS,NL,1,0,3,0,0,0,0,9,1,1,1,1,4,0.1,3,0,0,0,0,11,1,1,0,0,0
fernary01,2024,1,SLN,NL,1,6,62,0,0,0,2,200,58,26,4,32,71,0.236,3.51,5,0,2,0,285,16,30,2,3,6
fernary01,2025,1,SLN,NL,0,4,32,0,0,0,1,91,36,26,6,16,34,0.293,7.71,2,0,1,0,140,13,30,0,0,3
ferrejo01,2023,1,WAS,NL,3,0,39,0,0,0,0,102,37,19,4,13,25,0.289,5.03,2,0,1,0,142,6,19,0,0,7
ferrejo01,2024,1,WAS,NL,1,0,31,0,0,0,1,96,27,12,1,6,25,0.227,3.38,0,1,2,1,129,6,12,0,2,3
ferrejo01,2025,1,WAS,NL,4,4,72,0,0,0,11,229,81,38,5,16,71,0.276,4.48,1,6,7,0,324,18,41,5,2,12
festada01,2024,1,MIN,AL,2,6,14,13,0,0,0,193,62,35,9,23,77,0.247,4.9,0,2,2,1,277,0,36,0,1,3
festada01,2025,1,MIN,AL,3,4,11,10,0,0,0,160,49,32,10,19,53,0.24,5.4,0,1,4,0,229,0,35,1,1,1
festama01,2023,1,SEA,AL,0,0,8,0,0,0,0,27,4,4,1,12,13,0.129,4,0,1,0,0,43,4,4,0,0,0
festama01,2024,1,NYN,NL,0,1,1,0,0,0,0,3,4,4,0,1,1,0.571,36,1,0,0,0,8,1,5,0,0,0
festama01,2024,2,TEX,AL,6,0,18,0,0,0,0,68,17,11,2,7,23,0.205,4.37,0,0,1,0,92,3,13,0,1,0
festama01,2025,1,CLE,AL,5,4,63,0,0,0,0,164,44,25,4,15,56,0.221,4.12,2,1,5,1,226,5,29,4,3,1
feyerjo01,2024,1,LAN,NL,0,1,10,0,0,0,1,33,11,10,3,5,9,0.262,8.18,0,0,1,0,48,6,10,0,0,2
feyerjo01,2025,1,ARI,NL,0,1,2,0,0,0,0,6,3,2,1,0,2,0.333,9,0,0,0,0,9,2,3,0,0,0
feyerjo01,2025,2,LAN,NL,0,1,2,0,0,0,0,6,8,3,1,1,2,0.615,13.5,1,0,0,0,14,1,4,0,0,1
finneky01,2023,1,WAS,NL,7,5,67,0,0,0,28,208,66,29,11,24,63,0.254,3.76,1,0,1,0,288,46,33,2,1,11
finneky01,2024,1,WAS,NL,3,8,65,0,0,0,38,191,61,26,9,24,60,0.249,3.68,3,2,0,0,271,58,31,1,1,7
finneky01,2025,1,WAS,NL,1,4,40,0,0,0,20,117,36,19,3,14,32,0.248,4.38,2,5,1,0,163,34,21,1,2,1
finneky01,2025,2,DET,AL,3,0,16,0,0,0,4,54,9,3,1,4,23,0.15,1.5,0,1,0,0,66,4,3,1,1,2
fishebr02,2025,1,TOR,AL,7,0,52,1,0,0,0,150,32,15,4,19,62,0.181,2.7,1,0,3,0,202,12,15,1,2,3
fittsri01,2024,1,BOS,AL,0,1,4,4,0,0,0,62,19,4,0,7,9,0.25,1.74,0,1,0,0,85,0,6,2,0,2
fittsri01,2025,1,BOS,AL,2,4,11,10,0,0,0,135,43,25,11,16,40,0.249,5,0,1,3,1,195,0,27,1,2,5
fitzgry01,2025,1,MIN,AL,0,0,2,0,0,0,0,6,2,0,0,0,0,0.25,0,0,0,0,0,8,2,0,0,0,0
fitzgty01,2024,1,SFN,NL,0,0,3,0,0,0,0,9,6,3,0,0,0,0.429,9,0,0,0,0,14,3,3,0,0,1
flaheja01,2023,1,SLN,NL,7,6,20,20,0,0,0,329,116,54,10,54,106,0.278,4.43,0,6,8,0,485,0,56,0,5,16
flaheja01,2023,2,BAL,AL,1,3,9,7,0,0,0,104,46,26,7,12,42,0.311,6.75,2,2,4,0,165,0,27,0,1,3
flaheja01,2024,1,DET,AL,7,5,18,18,0,0,0,320,83,35,15,19,133,0.211,2.95,0,4,3,0,415,0,38,0,0,5
flaheja01,2024,2,LAN,NL,6,2,10,10,0,0,0,166,52,22,9,19,61,0.245,3.58,0,2,1,0,234,0,23,1,1,2
flaheja01,2025,1,DET,AL,8,15,31,31,0,0,0,483,147,83,23,59,188,0.239,4.64,1,4,5,0,681,0,85,2,1,11
flemijo01,2023,1,TBA,AL,2,0,12,3,0,0,0,155,56,27,9,19,25,0.281,4.7,2,2,0,0,221,2,29,0,3,10
flemijo01,2024,1,PIT,NL,1,1,25,3,0,0,1,94,34,14,3,14,17,0.276,4.02,0,1,1,0,138,9,18,0,0,7
flexech01,2023,1,SEA,AL,0,4,17,4,0,0,0,126,59,36,11,19,29,0.333,7.71,0,2,0,0,196,9,36,0,0,4
flexech01,2023,2,COL,NL,2,4,12,12,0,0,0,181,74,42,14,19,45,0.305,6.27,0,4,4,0,270,0,45,1,3,6
flexech01,2024,1,CHA,AL,3,15,33,30,0,0,0,480,180,88,24,63,123,0.283,4.95,1,4,2,2,707,0,95,4,3,12
flexech01,2025,1,CHN,NL,5,1,21,1,0,0,1,131,38,15,7,12,22,0.232,3.09,0,3,0,0,178,12,18,0,2,2
florody01,2023,1,MIA,NL,3,5,43,0,0,0,7,119,48,20,2,11,41,0.302,4.54,3,1,1,0,171,13,24,0,0,7
florody01,2023,2,MIN,AL,2,1,19,0,0,0,0,51,22,10,1,6,17,0.324,5.29,0,0,2,0,77,5,10,0,1,4
florody01,2024,1,WAS,NL,3,3,51,0,0,0,0,157,42,12,1,13,40,0.222,2.06,0,1,0,0,204,8,14,1,1,6
florody01,2024,2,ARI,NL,3,1,15,0,0,0,0,49,23,17,4,4,8,0.333,9.37,0,0,1,0,75,2,17,0,1,2
fluhama01,2025,1,TOR,AL,5,2,55,0,0,0,1,158,36,26,6,24,56,0.193,4.44,4,1,2,0,215,7,28,1,1,5
foleyja01,2023,1,DET,AL,3,3,70,0,0,0,7,207,65,20,2,15,55,0.251,2.61,2,2,1,0,276,18,21,0,1,14
foleyja01,2024,1,DET,AL,3,6,69,0,0,0,28,180,51,21,5,20,46,0.228,3.15,2,1,2,1,250,41,28,1,3,4
fordmi01,2023,1,SEA,AL,0,0,2,0,0,0,0,6,5,4,2,1,0,0.455,18,0,0,0,0,12,2,4,0,0,0
fostema01,2024,1,CHA,AL,0,1,6,1,0,0,0,20,5,2,1,5,4,0.2,2.7,0,0,0,0,30,1,2,0,0,0
francbo01,2023,1,TOR,AL,1,0,20,0,0,0,1,109,22,7,5,8,35,0.175,1.73,0,1,1,2,136,11,7,0,1,3
francbo01,2024,1,TOR,AL,8,5,27,13,0,0,0,311,74,38,17,22,92,0.196,3.3,0,0,7,1,408,7,41,1,1,9
francbo01,2025,1,TOR,AL,2,8,14,14,0,0,0,192,71,43,19,27,54,0.283,6.05,0,3,6,0,288,0,46,0,4,4
francjp01,2023,1,HOU,AL,11,6,24,23,0,0,0,409,138,58,19,47,101,0.263,3.83,0,6,2,0,581,0,64,1,7,17
francjp01,2024,1,HOU,AL,0,3,5,5,0,0,0,76,31,21,5,12,22,0.29,7.46,0,3,1,1,121,0,21,0,1,0
francjp01,2025,1,HOU,AL,1,0,2,0,0,0,0,12,2,1,0,2,5,0.143,2.25,0,0,0,0,16,1,1,0,0,0
freelky01,2023,1,COL,NL,6,14,29,29,0,0,0,467,187,87,29,42,94,0.3,5.03,0,2,1,0,677,0,96,4,6,18
freelky01,2024,1,COL,NL,5,8,21,21,0,0,0,340,134,66,22,26,85,0.291,5.24,0,1,1,0,490,0,73,1,2,8
freelky01,2025,1,COL,NL,5,17,31,31,0,0,0,488,193,90,22,38,124,0.294,4.98,2,2,6,0,709,0,105,1,7,16
freemca01,2025,1,CHA,AL,0,0,5,0,0,0,0,10,5,2,1,1,3,0.357,5.4,0,0,0,0,16,3,2,1,0,0
friaslu01,2023,1,ARI,NL,1,0,29,0,0,0,0,93,30,14,3,17,26,0.25,4.06,0,1,2,0,139,7,14,0,0,3
friaslu01,2024,1,ARI,NL,0,1,7,0,0,0,0,19,11,7,1,4,7,0.423,9.95,0,1,0,0,31,4,8,0,1,3
friaslu01,2024,2,TOR,AL,0,0,4,0,0,0,0,10,8,8,1,3,5,0.421,21.6,0,1,0,0,22,1,8,0,0,0
friedma01,2023,1,ATL,NL,8,1,14,14,1,1,0,233,70,22,7,18,80,0.242,2.55,0,3,2,0,311,0,24,1,1,9
friedma01,2024,1,ATL,NL,11,10,29,29,2,1,0,523,146,63,13,57,166,0.226,3.25,0,6,7,0,714,0,71,0,4,20
friedma01,2025,1,NYA,AL,19,5,32,32,0,0,0,586,164,62,14,51,189,0.223,2.86,0,8,10,1,801,0,73,1,2,12
fryda01,2023,1,CLE,AL,0,0,2,0,0,0,0,15,10,7,3,1,0,0.4,12.6,0,0,0,0,26,2,7,0,0,0
fuentdi01,2025,1,ATL,NL,0,3,4,4,0,0,0,39,23,20,6,6,12,0.383,13.85,0,1,2,0,69,0,20,0,1,1
fujinsh01,2023,1,OAK,AL,5,8,34,7,0,0,0,148,52,47,6,30,51,0.269,8.57,1,4,5,0,231,9,48,0,3,3
fujinsh01,2023,2,BAL,AL,2,0,30,0,0,0,2,89,21,16,3,15,32,0.193,4.85,0,4,2,0,126,10,17,0,0,3
fulmeca01,2023,1,LAA,AL,1,1,3,1,0,0,0,30,6,3,1,4,6,0.176,2.7,0,1,1,1,39,1,3,0,0,1
fulmeca01,2024,1,LAA,AL,0,5,37,8,0,0,0,260,81,40,11,40,81,0.245,4.15,4,5,5,2,379,16,45,1,3,8
fulmeca01,2025,1,LAA,AL,0,0,13,0,0,0,0,88,25,19,5,11,26,0.227,5.83,0,2,0,0,123,11,19,1,1,1
fulmemi01,2023,1,CHN,NL,3,5,58,1,0,0,2,171,48,28,7,28,65,0.235,4.42,0,5,2,0,237,14,29,0,3,8
fulmemi01,2025,1,BOS,AL,0,0,1,0,0,0,0,8,4,3,1,2,2,0.364,10.13,0,0,0,0,13,0,3,0,0,1
fulmemi01,2025,2,CHN,NL,0,0,2,0,0,0,0,9,2,0,0,0,1,0.2,0,0,0,0,0,10,0,0,0,0,1
fundeko01,2023,1,MIN,AL,2,0,11,0,0,0,0,36,6,1,1,5,19,0.146,0.75,0,0,1,0,47,4,1,0,0,0
fundeko01,2024,1,MIN,AL,1,0,27,0,0,0,1,104,41,25,4,15,32,0.301,6.49,0,4,5,1,161,6,26,1,4,5
fundeko01,2025,1,MIN,AL,4,1,39,0,0,0,1,123,44,16,2,18,40,0.275,3.51,1,5,3,1,183,11,17,0,2,3
gaddihu01,2023,1,CLE,AL,2,1,11,7,0,0,0,126,41,21,6,14,24,0.255,4.5,0,1,4,0,182,3,21,0,3,1
gaddihu01,2024,1,CLE,AL,6,3,78,0,0,0,0,224,43,13,4,14,66,0.166,1.57,1,2,4,0,278,8,16,0,1,4
gaddihu01,2025,1,CLE,AL,2,2,73,0,0,0,3,200,58,23,8,21,73,0.234,3.11,2,2,1,0,274,8,24,2,2,2
gagema01,2023,1,HOU,AL,0,0,5,0,0,0,0,20,6,2,1,3,8,0.261,2.7,0,0,0,1,27,2,2,1,0,2
gagema01,2025,1,DET,AL,0,0,6,0,0,0,0,17,7,0,0,2,3,0.304,0,0,0,0,0,25,2,0,0,0,1
gagema01,2025,2,SFN,NL,0,1,27,2,0,0,0,76,28,11,0,10,24,0.283,3.91,1,3,2,0,112,2,11,1,0,3
gallegi01,2023,1,SLN,NL,2,4,56,0,0,0,10,165,54,27,11,12,59,0.252,4.42,0,3,0,1,229,16,28,2,1,2
gallegi01,2024,1,SLN,NL,2,1,21,0,0,0,1,62,24,15,6,10,21,0.286,6.53,0,1,0,0,94,6,15,0,0,3
galleza01,2023,1,ARI,NL,17,9,34,34,1,1,0,630,188,81,22,47,220,0.238,3.47,0,8,5,1,846,0,87,0,4,17
galleza01,2024,1,ARI,NL,14,6,28,28,0,0,0,444,133,60,13,54,156,0.237,3.65,0,5,4,0,621,0,62,0,2,14
galleza01,2025,1,ARI,NL,13,15,33,33,0,0,0,576,176,103,31,66,175,0.239,4.83,1,2,4,0,813,0,109,2,4,13
garabge01,2024,1,TEX,AL,0,2,18,2,0,0,0,79,23,14,4,12,22,0.24,4.78,0,1,4,0,115,10,15,1,2,3
garabge01,2025,1,TEX,AL,0,0,3,0,0,0,0,24,15,8,1,1,8,0.395,9,0,0,2,0,41,1,12,0,0,2
garcibr02,2025,1,SEA,AL,0,0,2,0,0,0,0,6,4,1,0,3,1,0.5,4.5,0,1,0,0,11,1,2,0,0,1
garcibr02,2025,2,ARI,NL,0,2,12,0,0,0,0,37,14,8,0,5,13,0.286,5.84,0,0,1,0,55,1,10,0,0,2
garcide01,2023,1,NYA,AL,0,0,2,0,0,0,1,17,4,1,1,4,3,0.2,1.59,0,0,0,0,25,1,1,0,1,0
garcide01,2023,2,CHA,AL,0,1,6,0,0,0,0,28,5,3,1,8,7,0.156,2.89,0,0,1,0,42,0,8,0,1,1
garcide01,2024,1,CHA,AL,1,2,14,0,0,0,1,42,16,11,2,11,15,0.286,7.07,1,4,0,0,68,3,16,0,1,0
garcilu03,2023,1,SDN,NL,2,3,61,0,0,0,0,179,59,27,6,24,53,0.252,4.07,1,4,6,0,267,26,30,2,1,4
garcilu03,2024,1,LAA,AL,5,1,45,0,0,0,4,131,37,18,4,14,40,0.226,3.71,1,5,3,0,182,8,21,0,1,4
garcilu03,2024,2,BOS,AL,0,0,15,0,0,0,0,46,24,14,4,1,13,0.338,8.22,1,0,0,0,72,2,15,0,0,0
garcilu03,2025,1,LAN,NL,2,0,28,0,0,0,0,82,34,16,1,16,24,0.312,5.27,4,6,0,0,126,12,17,1,0,5
garcilu03,2025,2,WAS,NL,0,0,10,0,0,0,0,30,5,1,1,2,7,0.167,0.9,0,1,0,0,33,1,1,1,0,4
garcilu03,2025,3,LAA,AL,0,2,20,0,0,0,2,54,16,4,0,8,17,0.25,2,1,2,0,0,74,2,5,0,2,5
garcilu05,2023,1,HOU,AL,2,2,6,6,0,0,0,81,25,12,3,10,31,0.243,4,0,0,1,1,115,0,12,1,0,0
garcilu05,2025,1,HOU,AL,1,0,2,2,0,0,0,23,3,3,2,1,7,0.115,3.52,0,0,1,0,28,0,3,0,0,0
garciri01,2023,1,OAK,AL,0,0,7,0,0,0,0,26,13,8,4,5,6,0.342,8.31,0,0,0,0,44,1,8,0,1,0
garciri01,2023,2,WAS,NL,0,0,3,0,0,0,0,9,6,4,1,1,4,0.4,12,0,1,0,0,16,0,4,0,0,0
garciri01,2025,1,NYN,NL,0,0,8,0,0,0,0,38,7,3,1,2,16,0.159,2.13,0,1,0,0,47,4,3,0,1,0
garciri01,2025,2,NYA,AL,0,0,1,0,0,0,0,8,3,3,1,2,2,0.273,10.13,0,0,0,0,13,0,3,0,0,0
garciri01,2025,3,BAL,AL,0,2,20,1,0,0,0,57,21,6,3,6,20,0.276,2.84,1,1,0,0,82,3,6,0,0,2
garciro04,2023,1,MIA,NL,0,0,1,0,0,0,0,1,1,0,0,1,0,0.5,0,0,0,0,0,3,0,0,0,0,0
garciro04,2023,2,WAS,NL,2,2,24,0,0,0,0,95,25,13,3,11,33,0.229,3.69,2,2,0,0,124,3,16,2,1,4
garciro04,2024,1,WAS,NL,3,6,72,0,0,0,0,179,55,28,4,16,75,0.237,4.22,1,4,1,0,251,6,34,1,1,3
garciro04,2025,1,TEX,AL,4,8,71,0,0,0,9,192,58,21,8,22,68,0.24,2.95,2,1,1,1,269,25,26,3,1,5
garciyi01,2023,1,TOR,AL,3,4,73,0,0,0,3,198,67,30,8,15,79,0.261,4.09,1,0,6,0,282,16,35,3,1,6
garciyi01,2024,1,TOR,AL,3,0,29,0,0,0,5,90,16,9,3,8,42,0.154,2.7,3,1,2,0,115,8,9,1,0,0
garciyi01,2024,2,SEA,AL,0,0,10,0,0,0,0,27,7,6,3,4,7,0.206,6,0,0,0,0,38,0,6,0,0,0
garciyi01,2025,1,TOR,AL,1,2,22,0,0,0,3,63,13,9,2,12,25,0.171,3.86,1,2,1,0,90,4,10,1,0,0
garream01,2023,1,KCA,AL,0,1,27,0,0,0,0,73,22,9,4,20,28,0.244,3.33,0,1,0,0,112,3,11,1,1,3
garream01,2024,1,LAA,AL,0,0,6,0,0,0,0,16,4,3,1,5,11,0.211,5.06,0,0,0,0,24,1,3,0,0,0
garrebr01,2023,1,MIA,NL,9,7,31,30,0,0,0,479,154,65,20,29,156,0.25,3.66,0,4,11,0,659,1,68,0,2,12
garrebr01,2024,1,MIA,NL,2,2,7,7,1,1,0,111,40,22,5,4,34,0.263,5.35,0,1,5,0,161,0,24,0,0,2
garrere01,2023,1,BAL,AL,0,0,2,0,0,0,0,8,7,3,0,1,0,0.467,10.13,0,0,0,0,16,1,3,0,0,0
garrere01,2023,2,NYN,NL,1,0,9,0,0,0,0,51,15,11,3,6,16,0.238,5.82,0,0,1,0,71,2,11,0,1,1
garrere01,2024,1,NYN,NL,8,5,53,0,0,0,4,172,50,24,6,30,83,0.236,3.77,1,3,2,0,247,13,28,1,2,4
garrere01,2025,1,NYN,NL,3,6,58,1,0,0,3,166,47,24,5,26,64,0.223,3.9,2,3,1,0,238,8,27,0,0,2
garzaju01,2023,1,BOS,AL,0,2,17,1,0,0,0,55,22,15,3,12,17,0.286,7.36,1,2,1,1,91,8,17,0,1,0
garzaju01,2025,1,NYN,NL,0,0,5,0,0,0,0,20,8,4,1,1,3,0.296,5.4,0,1,0,0,28,4,4,0,0,1
gassero01,2024,1,MIL,NL,2,0,5,5,0,0,0,84,28,8,2,1,16,0.264,2.57,0,0,3,0,114,0,9,1,3,3
gassero01,2025,1,MIL,NL,0,2,2,2,0,0,0,17,5,2,1,4,5,0.217,3.18,0,0,2,0,29,0,6,0,0,0
gausmke01,2023,1,TOR,AL,12,9,31,31,0,0,0,555,163,65,19,55,237,0.233,3.16,0,3,3,2,763,0,72,2,1,9
gausmke01,2024,1,TOR,AL,14,11,31,31,2,1,0,543,165,77,20,56,162,0.238,3.83,0,3,2,2,756,0,86,1,3,10
gausmke01,2025,1,TOR,AL,10,11,32,32,1,1,0,579,155,77,21,50,189,0.216,3.59,2,1,3,2,775,0,79,1,3,8
gerbejo01,2025,1,TBA,AL,0,0,2,0,0,0,0,13,3,1,1,0,4,0.2,2.08,0,0,0,0,15,1,1,0,0,1
germado01,2023,1,NYA,AL,5,7,20,19,1,1,0,326,83,55,20,34,114,0.207,4.56,0,2,6,0,444,1,61,0,3,6
germado01,2024,1,PIT,NL,0,1,7,2,0,0,0,62,25,18,4,13,18,0.294,7.84,1,2,2,1,100,3,19,0,0,2
gervapa01,2025,1,TBA,AL,0,0,5,0,0,0,0,19,6,3,3,5,6,0.24,4.26,0,0,0,0,30,1,3,0,0,0
gervapa01,2025,2,LAN,NL,0,0,1,0,0,0,0,6,2,1,0,1,2,0.25,4.5,0,0,0,0,9,0,1,0,0,0
gibauia01,2023,1,CIN,NL,8,4,74,0,0,0,3,227,69,28,8,28,69,0.245,3.33,4,0,4,0,318,15,33,1,2,4
gibauia01,2024,1,CIN,NL,0,0,2,0,0,0,0,6,3,1,0,1,1,0.333,4.5,0,0,0,0,10,0,1,0,0,0
gibauia01,2025,1,CIN,NL,0,1,25,0,0,0,0,76,26,13,3,8,15,0.26,4.62,0,0,0,0,109,5,13,0,1,0
gibsoca01,2025,1,MIA,NL,4,5,44,1,0,0,0,164,44,16,3,21,43,0.219,2.63,3,6,6,0,230,10,18,1,1,3
gibsoky01,2023,1,BAL,AL,15,9,33,33,0,0,0,576,198,101,23,55,157,0.27,4.73,0,8,6,0,807,0,101,3,11,24
gibsoky01,2024,1,SLN,NL,8,8,30,30,0,0,0,509,161,80,23,68,151,0.251,4.24,1,5,4,0,722,0,91,3,6,21
gibsoky01,2025,1,BAL,AL,0,3,4,4,0,0,0,37,29,23,7,7,10,0.453,16.78,0,1,0,0,73,0,23,0,2,0
gilbelo01,2023,1,SEA,AL,13,7,32,32,1,1,0,572,169,79,29,36,189,0.233,3.73,1,6,2,0,770,0,82,3,5,9
gilbelo01,2024,1,SEA,AL,9,12,33,33,1,0,0,626,148,75,26,37,220,0.196,3.23,1,11,4,0,803,0,83,2,4,16
gilbelo01,2025,1,SEA,AL,6,6,25,25,0,0,0,393,104,50,20,31,173,0.211,3.44,0,10,7,0,535,0,53,2,1,1
gilbety01,2023,1,ARI,NL,0,2,11,0,0,0,0,52,21,10,2,5,19,0.313,5.19,0,1,0,0,72,1,10,0,0,1
gilbety01,2024,1,PHI,NL,0,0,6,0,0,0,0,25,10,3,1,2,4,0.286,3.24,0,1,1,0,38,2,3,0,0,0
gilbety01,2025,1,CHA,AL,4,2,46,5,0,0,1,153,40,22,5,24,49,0.215,3.88,3,2,2,0,215,7,24,2,1,3
gilbrlu01,2024,1,COL,NL,0,0,3,0,0,0,0,3,7,6,1,1,0,0.7,54,0,0,1,0,12,0,6,0,0,0
gilbrlu01,2025,1,COL,NL,0,0,1,0,0,0,0,3,1,1,1,0,2,0.25,9,0,0,0,0,4,1,1,0,0,0
gillalo01,2023,1,BAL,AL,0,1,11,0,0,0,0,27,14,6,2,5,8,0.35,6,0,1,1,0,46,3,7,0,0,1
gillalo01,2024,1,SDN,NL,0,0,9,0,0,0,0,34,15,9,2,0,7,0.319,7.15,0,0,1,0,49,4,9,0,1,1
gillalo01,2025,1,SDN,NL,0,0,3,0,0,0,0,21,7,2,1,4,4,0.269,2.57,0,0,1,2,31,0,2,0,0,1
gillico01,2024,1,CLE,AL,0,0,3,0,0,0,0,24,4,2,0,5,8,0.154,2.25,0,1,0,0,32,2,2,0,1,0
gillico01,2025,1,MIA,NL,0,3,6,6,0,0,0,78,32,25,6,11,23,0.294,8.65,0,1,1,0,123,0,26,0,2,0
gillu01,2024,1,NYA,AL,15,7,29,29,0,0,0,455,104,59,18,77,171,0.189,3.5,0,6,8,2,637,0,60,0,1,4
gillu01,2025,1,NYA,AL,4,1,11,11,0,0,0,171,47,21,5,33,41,0.226,3.32,0,4,1,2,244,0,23,0,2,4
ginkeke01,2023,1,ARI,NL,9,1,60,0,0,0,4,196,41,18,3,23,70,0.181,2.48,1,5,2,1,254,19,24,0,3,6
ginkeke01,2024,1,ARI,NL,8,3,72,0,0,0,5,210,69,25,6,15,77,0.256,3.21,0,4,3,0,291,16,31,1,2,5
ginkeke01,2025,1,ARI,NL,1,4,29,0,0,0,3,77,29,21,2,13,29,0.284,7.36,0,1,2,0,121,9,22,0,4,2
ginnjt01,2024,1,OAK,AL,1,1,8,6,0,0,0,102,36,16,4,9,29,0.275,4.24,1,0,2,0,142,1,16,0,0,5
ginnjt01,2025,1,ATH,AL,4,7,23,16,0,0,0,271,92,51,17,31,99,0.26,5.08,1,1,6,0,392,0,52,0,1,8
giolilu01,2023,1,CHA,AL,6,6,21,21,0,0,0,363,106,51,20,42,131,0.232,3.79,0,2,6,0,507,0,55,0,3,4
giolilu01,2023,2,LAA,AL,1,5,6,6,0,0,0,98,33,25,10,15,34,0.258,6.89,2,0,3,0,149,0,28,0,2,2
giolilu01,2023,3,CLE,AL,1,4,6,6,0,0,0,92,30,24,11,16,39,0.248,7.04,0,3,0,0,138,0,27,0,1,0
giolilu01,2025,1,BOS,AL,10,4,26,26,0,0,0,435,131,55,17,56,121,0.239,3.41,0,4,1,0,613,0,62,2,5,8
gipsosa01,2023,1,DET,AL,1,0,4,4,0,0,0,60,14,6,2,8,26,0.189,2.7,0,0,0,0,82,0,7,0,0,1
gipsosa01,2025,1,DET,AL,0,2,8,3,0,0,0,94,34,25,8,6,26,0.281,7.18,0,3,2,0,133,0,26,0,4,2
givenmy01,2023,1,BAL,AL,0,1,6,0,0,0,0,12,4,5,0,6,2,0.286,11.25,1,1,1,0,22,0,6,0,1,1
glasnty01,2023,1,TBA,AL,10,7,21,21,0,0,0,360,93,47,13,37,162,0.209,3.53,0,11,1,0,485,0,52,0,3,7
glasnty01,2024,1,LAN,NL,9,6,22,22,0,0,0,402,92,52,15,35,168,0.189,3.49,0,12,0,1,522,0,53,0,1,10
glasnty01,2025,1,LAN,NL,4,3,18,18,0,0,0,271,56,32,10,43,106,0.177,3.19,0,5,3,2,366,0,33,0,4,7
gombeau01,2023,1,COL,NL,9,9,27,27,0,0,0,417,164,85,26,43,87,0.297,5.5,1,5,3,0,603,0,88,4,1,18
gombeau01,2024,1,COL,NL,5,12,30,30,0,0,0,495,178,87,30,38,116,0.273,4.75,0,3,1,0,696,0,89,0,4,9
gombeau01,2025,1,COL,NL,0,7,12,12,0,0,0,173,82,48,16,17,34,0.325,7.49,0,4,1,0,272,0,51,1,1,2
gomezyo01,2023,1,NYA,AL,0,0,1,0,0,0,0,6,1,0,0,0,4,0.143,0,0,0,1,0,8,1,0,0,0,0
gomezyo01,2024,1,NYA,AL,0,0,5,0,0,0,0,34,11,5,2,7,10,0.25,3.97,0,1,1,0,54,3,5,0,2,0
gomezyo01,2025,1,NYA,AL,1,1,6,0,0,0,0,30,5,3,1,9,5,0.143,2.7,0,0,0,0,44,3,4,0,0,0
gomezyo01,2025,2,LAN,NL,0,0,3,0,0,0,1,13,10,7,2,2,6,0.435,14.54,0,0,0,0,25,2,7,0,0,1
gomezyo01,2025,3,CHA,AL,2,2,12,9,0,0,0,145,45,26,9,16,47,0.242,4.84,0,2,4,0,208,3,29,0,2,3
gonsoto01,2023,1,LAN,NL,8,5,20,20,0,0,0,309,86,57,19,40,82,0.226,4.98,1,2,7,0,435,0,61,2,5,8
gonsoto01,2025,1,LAN,NL,3,2,7,7,0,0,0,108,33,20,9,18,38,0.244,5,0,1,3,0,157,0,21,1,0,3
gonzach01,2023,1,MIA,NL,0,0,3,0,0,0,0,11,7,3,1,1,3,0.389,7.36,0,0,0,0,19,2,3,0,0,0
gonzama02,2023,1,SEA,AL,4,1,10,10,0,0,0,150,55,29,5,18,34,0.282,5.22,0,0,0,0,215,0,32,0,2,7
gonzama02,2024,1,PIT,NL,1,1,7,7,0,0,0,101,43,17,5,11,23,0.312,4.54,0,0,0,0,151,0,17,1,1,4
gonzavi02,2023,1,LAN,NL,3,3,34,1,0,0,0,101,27,15,2,10,30,0.223,4.01,1,1,3,0,135,7,15,0,1,5
gonzavi02,2024,1,NYA,AL,2,1,27,0,0,0,2,70,13,10,3,13,11,0.16,3.86,0,0,3,0,97,8,12,0,0,2
gonzawi02,2025,1,CHA,AL,1,0,16,0,0,0,0,61,13,6,1,12,25,0.178,2.66,0,0,0,0,87,6,9,1,1,1
gordoco01,2025,1,HOU,AL,6,4,20,14,0,0,1,258,103,51,21,19,72,0.293,5.34,2,3,2,1,379,2,54,2,4,3
gordota01,2024,1,COL,NL,0,6,8,8,0,0,0,103,53,33,10,6,26,0.353,8.65,0,0,2,0,160,0,34,1,1,3
gordota01,2025,1,COL,NL,6,8,15,15,0,0,0,226,96,53,16,17,62,0.304,6.33,0,1,3,1,337,0,60,0,1,5
gorema01,2023,1,WAS,NL,7,10,27,27,0,0,0,409,134,67,27,57,151,0.258,4.42,0,6,1,0,582,0,71,1,4,16
gorema01,2024,1,WAS,NL,10,12,32,32,0,0,0,499,171,72,15,65,181,0.263,3.9,0,14,11,0,731,0,93,1,4,21
gorema01,2025,1,WAS,NL,5,15,30,30,0,0,0,479,152,74,20,64,185,0.252,4.17,0,12,5,0,680,0,75,2,7,8
gosean01,2024,1,CLE,AL,0,0,3,0,0,0,0,13,9,5,2,1,4,0.429,10.38,0,1,0,0,22,3,5,0,0,0
